,0,1,2,3,4,5,6,7,8,9
0,0.9858745162308366,0.1153949087937142,-0.014993038820239599,-0.0660311157974789,0.013200684732845204,-0.0029722636785098205,0.03244833330798609,-0.044605801206672686,-0.04390414710270096,0.0
1,0.8991620822493346,0.21749124722651553,0.033300113989614445,0.252922280067617,-0.2694900489770453,-0.0011239703090542336,0.016420526300318785,0.018853814801618646,0.018557668063904024,0.0
2,0.19807675194768093,0.9537910409105987,0.08598114830977441,0.046234757343407665,-0.043724386323997645,-0.11591182688612554,-0.1252840089818086,0.06019667885590541,0.04305950556341723,0.0
3,0.6506689746267011,0.36521605746680724,0.04983024410085972,0.6124837011745926,-0.005156555678565632,0.026100130894965427,0.0014401022480960437,9.59944516497409e-05,0.0021667801577438554,0.0
4,0.9186231585100502,0.2551169462451907,0.0631118184612216,0.11641496966027486,0.23060298871198895,0.07698126374523614,-0.009619703761769422,0.04992925318906877,0.039577804251661006,0.0
5,0.1010640734371738,0.48705803305226375,0.5416115304940863,0.014649096403517357,-0.002904961104046925,0.06527524454526011,0.28106382757148274,-0.0036832794397956294,-0.0014283119203583681,0.0
6,-0.07697188334265977,0.030874806900070578,0.4610116292665724,-0.024827667626005925,-0.004802918616885432,-0.2312755870251695,-0.026031798729261715,0.004711301240958541,-0.000309103346976736,0.0
7,0.1484902650584058,0.9061696950099891,0.15648974678193317,0.029486760430921397,-0.07538198594521255,0.16678300609794236,0.0921034930999245,-0.13881883809895507,-0.017903286450798063,0.0
8,0.07251423659012272,0.035716505701741195,0.5796755589891283,0.03612781594208787,0.0029672027085432817,0.12048527744726072,-0.007204123345803828,-0.005429417574024415,0.0014079714154147003,0.0
9,0.3333034881219447,0.8725252168417436,0.0055037363325040195,0.2587541211109863,0.17413837380539046,-0.0741256958813903,0.08042799411705794,0.11113649944117607,-0.031423410475235225,0.0
